person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,room_type_Private room,room_type_Shared room,realSum
0.0,False,0.0,1.0,0.75,0.875,0.125,0.029088526240490315,0.010469382150441117,0.8548056563157282,False,False,0.48925330496191266
0.25,False,0.0,1.0,1.0,1.0,0.125,0.21298897944092823,0.04282571107552239,0.5136268513921523,True,False,0.33999747799441093
0.0,False,0.0,0.0,1.0,1.0,0.125,0.43857404711867465,0.04537732959366414,0.28148203597416854,True,False,0.2385360294936566
1.0,True,1.0,0.0,1.0,0.9750000000000001,0.375,0.3880875529849599,0.05119172081185293,0.3090637528652085,False,False,0.5515240064827968
0.0,False,0.0,0.0,1.0,1.0,0.125,0.34135184073134567,0.08575258918510989,0.3351491249787888,True,False,0.21115733074156973
0.0,False,0.0,1.0,1.0,0.925,0.125,0.035944941451518504,0.03297046084801697,0.8457380355043909,True,False,0.2737424067449248
0.5,False,0.0,1.0,0.5,0.5,0.125,0.23953927857048443,0.15136217794565549,0.47424920546577676,False,False,0.33135212084661003
0.0,False,0.0,0.0,1.0,0.9625000000000001,0.125,0.28092368557256076,0.0234765399001008,0.41223826243820016,False,False,0.2952825714676811
0.0,False,0.0,1.0,0.875,0.6875,0.0,0.27568161444978756,0.12606191793917837,0.4362321032885321,False,False,0.20627146412145259
0.0,False,1.0,0.0,0.875,0.875,0.125,0.29018737169931413,0.07698930007209197,0.39809895350372737,True,False,0.2854441134176109
